Size: 128
Workaround: -55,9 canvas
83.00,99.49
83.78,24.10
93.81,4.90
95.46,119.50
96.39,3.37
99.24,122.43
100.23,66.62
104.60,85.93
112.66,60.13
117.31,83.44
117.69,94.87
122.86,44.58
123.08,37.01
125.10,63.58
0.98,3.44
2.66,54.61
2.90,41.26
4.00,111.99
5.38,74.11
5.76,51.06
6.59,6.58
7.58,103.31
15.17,26.90
16.68,49.27
19.79,117.84
23.01,60.51
32.26,101.31
37.31,54.30
40.31,76.63
42.20,118.25
42.21,95.32
56.22,80.72
61.24,28.41
70.02,124.06
74.47,8.20
75.46,90.85
81.05,83.81
96.48,47.42
99.30,59.00
104.66,124.11
114.80,53.70
115.10,63.84
115.19,115.34
116.69,52.99
116.89,73.64
117.09,116.17
123.99,124.51
125.03,20.31
127.08,113.19
2.56,65.56
2.61,31.35
5.07,108.07
5.64,4.60
7.02,32.02
13.53,126.78
17.10,15.18
17.57,39.43
17.62,30.51
19.87,103.80
28.85,46.71
31.46,125.91
32.05,28.28
33.70,83.35
40.90,125.95
42.19,21.62
44.46,40.03
47.36,99.71
48.72,94.84
48.77,79.04
54.50,122.67
55.50,35.34
60.67,35.90
61.10,40.01
62.15,35.01
63.36,83.81
72.23,83.41
72.32,9.48
74.09,14.05
75.28,38.54
76.29,8.09
76.64,73.83
79.10,106.36
82.26,59.33
84.34,74.16
85.05,39.10
89.49,117.74
89.62,72.87
91.77,46.04
92.10,113.92
92.28,37.39
92.85,76.02
92.95,117.77
96.00,55.27
96.94,43.64
100.06,112.08
105.88,69.26
118.53,102.42
0.52,55.65
1.65,51.27
6.01,12.85
7.72,122.77
7.85,27.91
8.83,120.64
9.79,75.96
12.02,72.12
13.32,15.58
13.82,68.62
20.87,115.84
30.50,25.83
31.42,83.28
32.67,42.30
35.01,90.43
49.02,119.70
51.90,3.12
55.69,87.48
58.58,29.94
67.52,40.49
70.45,13.44
71.59,46.20
73.94,109.95
75.81,64.01
78.37,11.16
82.48,75.94
83.71,5.11
85.58,31.12
88.03,56.21
88.96,107.67
94.90,87.49
99.24,27.96
100.89,93.61
101.38,106.89
101.39,113.48
101.82,121.62
102.03,37.59
106.24,120.28
106.77,33.39
113.07,24.67
114.85,20.80
115.76,14.67
116.11,30.36
117.32,98.27
119.61,34.89
122.43,74.16
122.75,127.14
125.05,52.97
126.44,15.45
126.56,26.88
6.15,66.50
10.46,102.29
12.42,47.59
13.35,73.89
19.10,1.98
19.60,53.83
19.64,48.40
19.93,29.30
26.56,16.95
30.34,101.80
32.94,116.96
35.71,84.69
39.83,4.59
40.82,59.35
41.61,8.05
41.86,79.43
45.22,23.62
46.73,94.96
49.74,6.59
52.39,17.00
54.41,17.64
58.24,44.60
58.34,42.13
61.95,65.72
63.33,92.33
69.33,121.95
70.14,35.43
73.23,3.50
79.83,37.76
80.62,98.61
83.32,97.01
84.88,76.73
86.61,68.83
91.48,88.17
94.78,17.52
95.69,57.71
97.26,18.20
103.00,33.12
107.78,15.51
113.66,42.76
120.41,127.99
120.45,12.40
121.71,33.24
122.14,15.55
7.91,39.05
11.23,98.16
12.07,65.99
14.28,10.21
17.47,12.58
18.15,6.36
21.08,17.10
21.84,97.01
26.48,7.68
37.93,12.39
39.72,53.86
41.61,69.36
44.43,92.27
44.73,106.13
49.44,49.05
51.24,4.90
52.97,124.97
53.30,74.75
57.14,88.70
57.76,72.33
58.76,103.61
63.46,29.03
71.64,32.67
76.49,104.74
76.67,13.51
78.31,26.84
79.57,47.61
83.01,56.22
84.46,15.27
88.63,38.29
91.29,103.31
94.37,39.67
99.44,48.80
104.60,17.66
113.89,57.75
114.22,108.17
119.79,105.88
124.15,112.47
1.57,106.01
5.81,35.54
6.39,119.77
12.83,90.28
13.09,34.58
13.12,113.88
15.04,89.47
18.78,58.51
22.62,83.89
27.38,36.21
28.02,26.68
30.96,34.68
30.98,1.89
32.57,15.39
39.52,56.02
44.10,83.61
47.16,35.95
53.33,2.19
57.62,77.54
60.02,24.03
62.18,90.55
65.57,126.84
67.11,70.00
73.70,96.65
77.49,9.79
78.72,120.60
79.01,5.09
79.69,61.53
92.84,64.78
98.96,76.88
99.52,64.40
100.47,68.54
104.39,21.84
105.33,91.98
106.22,60.02
112.59,123.02
117.51,9.85
117.58,3.76
120.62,2.39
121.18,101.05
123.52,38.62
2.47,113.93
2.78,91.14
4.39,7.95
8.65,97.84
11.90,68.25
14.00,70.61
14.40,40.06
16.55,32.63
17.19,82.56
17.22,110.43
17.60,51.22
21.99,30.96
22.81,104.50
29.51,119.86
30.71,104.74
32.19,69.18
32.41,97.04
42.95,9.58
46.00,100.74
47.40,31.63
50.52,92.82
51.73,88.91
64.77,44.07
67.71,27.72
67.81,93.35
73.66,24.48
75.13,121.94
76.48,15.59
78.85,71.47
80.57,45.98
80.59,33.62
82.08,82.04
83.66,106.01
85.46,97.82
85.70,124.79
90.14,67.77
94.68,26.26
99.46,124.53
101.47,88.95
103.86,3.75
104.74,94.30
106.11,67.17
109.24,23.37
110.67,62.57
114.40,101.69
114.54,48.98
114.68,105.81
119.08,32.61
122.14,58.71
5.38,80.82
7.91,15.05
8.09,62.18
8.93,79.50
10.21,64.95
16.68,97.30
17.06,92.88
17.52,3.20
24.62,43.02
25.97,55.91
26.46,25.51
31.50,45.80
35.41,42.15
38.01,109.14
39.64,65.74
43.35,71.81
46.62,11.70
48.59,105.75
50.51,102.91
52.07,91.27
55.50,16.19
56.13,44.66
63.60,108.35
65.61,111.01
65.72,92.13
67.57,67.94
73.23,52.49
75.42,126.29
76.71,30.91
80.32,9.78
81.11,92.73
92.89,49.18
93.21,53.82
93.93,111.08
95.26,113.01
96.01,45.30
96.99,86.23
98.69,70.22
101.41,76.49
105.71,88.19
111.67,9.00
116.27,102.99
118.91,96.89
119.02,60.74
119.61,87.67
120.08,14.79
124.88,44.99
1.30,101.02
4.99,60.85
6.28,44.75
10.24,99.92
17.74,47.58
18.97,14.42
26.61,97.43
30.05,50.85
33.14,47.37
33.15,7.24
34.36,117.64
44.46,124.22
44.47,25.46
45.43,81.42
52.27,117.94
60.66,122.77
63.56,33.58
65.60,108.96
72.20,54.45
76.08,25.90
81.17,44.02
86.15,44.95
86.47,16.75
87.64,71.52
87.76,115.80
88.26,10.26
89.01,84.82
90.77,119.66
91.26,125.32
97.63,33.52
100.91,46.39
107.68,101.95
110.07,107.98
111.13,54.11
119.34,37.13
120.06,7.82
120.19,44.70
125.15,34.75
126.11,79.07
127.00,106.53
127.11,30.88
1.31,42.73
1.56,67.75
3.18,58.38
9.88,106.57
12.39,120.56
15.77,104.26
19.61,36.76
23.94,20.68
25.92,111.76
27.96,60.20
28.65,33.43
35.43,37.68
37.34,97.17
41.74,33.41
55.63,64.90
57.35,66.81
58.83,32.32
59.33,97.85
60.28,61.59
61.31,112.45
62.75,42.99
64.60,119.89
66.21,24.61
66.26,48.72
66.89,115.64
67.56,97.32
76.85,20.04
81.86,65.38
85.92,6.22
88.51,48.40
90.64,65.50
94.70,123.81
95.51,84.18
98.10,98.76
100.09,42.44
101.09,29.64
103.31,109.03
111.65,68.29
112.25,5.74
113.63,78.76
113.91,22.47
116.13,81.50
0.46,114.91
7.51,81.69
8.05,92.77
8.12,76.76
8.46,55.66
10.05,122.00
10.72,2.75
11.23,52.88
12.89,86.58
15.31,125.30
15.78,2.28
20.16,12.15
22.30,48.66
24.92,92.31
25.24,115.29
25.77,94.86
31.27,7.97
31.99,49.39
35.46,56.52
35.86,127.35
35.98,32.63
43.70,89.23
44.16,15.22
44.41,60.61
49.48,83.06
57.56,82.56
65.97,123.56
67.49,89.86
69.55,98.98
73.98,123.93
85.29,112.63
88.26,67.18
88.77,80.83
89.64,32.47
99.16,94.26
99.80,40.17
102.48,125.61
104.23,10.06
106.12,75.82
111.03,94.14
113.11,120.50
115.90,96.93
119.56,84.02
125.43,68.46
0.89,36.03
0.98,83.57
3.07,80.74
5.09,10.33
5.55,83.40
10.40,112.84
12.67,24.19
14.70,117.39
14.89,79.65
16.62,10.46
17.55,37.31
18.08,114.79
20.41,8.80
20.79,64.34
28.09,94.87
28.14,50.15
30.83,59.86
32.51,78.99
33.26,114.94
33.53,27.10
35.59,53.46
37.14,121.93
43.97,110.46
45.77,55.90
52.22,51.51
53.57,72.64
56.49,92.77
58.72,108.20
61.76,85.00
63.17,56.43
64.50,115.69
68.31,49.48
69.24,117.70
78.68,83.24
80.96,77.34
83.60,110.99
83.80,34.59
84.90,103.18
91.79,74.29
93.93,46.92
94.79,7.76
96.26,103.36
96.69,105.35
107.12,57.45
112.71,32.67
115.20,5.13
115.21,120.18
118.02,45.02
120.09,92.39
5.96,46.85
10.51,22.76
19.41,94.63
19.82,123.54
21.57,55.77
21.72,21.71
22.59,24.70
36.88,43.27
39.24,104.81
40.09,61.54
43.85,69.46
43.87,108.21
46.98,40.06
48.66,11.84
51.32,94.56
51.87,82.62
54.38,63.04
55.96,115.71
62.69,51.25
64.87,52.93
66.54,46.32
71.60,107.99
76.78,125.41
78.10,109.12
79.21,41.49
79.62,118.28
81.10,70.01
81.72,42.30
81.86,49.04
87.29,40.39
94.92,90.27
103.16,54.86
106.61,65.36
108.46,48.74
109.14,74.46
114.83,89.84
120.31,94.42
125.01,114.59
0.28,21.29
3.30,97.61
8.38,101.81
9.83,117.07
10.68,42.33
13.21,26.28
15.43,72.17
17.52,73.99
17.94,126.33
21.04,105.43
30.85,70.60
35.93,100.19
37.66,33.95
40.75,10.41
45.09,21.22
45.99,46.29
63.71,78.08
71.58,121.54
76.41,47.86
76.48,2.38
81.28,8.08
83.51,11.71
86.11,115.09
86.60,75.24
87.56,65.28
90.38,2.55
96.86,124.84
98.00,51.11
106.42,117.92
106.84,94.44
107.15,83.46
108.66,32.39
117.21,46.81
118.03,7.06
126.94,33.14
3.69,14.06
5.52,98.57
12.99,60.58
15.19,74.45
24.25,106.88
26.38,100.90
33.79,33.13
33.83,106.64
34.67,104.71
34.88,113.12
38.18,5.95
42.30,76.20
49.18,108.16
56.34,27.55
61.17,55.69
69.45,77.96
70.01,109.43
70.04,10.83
71.15,4.78
73.77,26.55
80.93,116.60
83.55,17.26
85.09,47.10
85.56,106.22
86.56,50.50
89.23,13.51
90.13,59.86
91.01,58.07
91.44,12.77
92.75,1.56
98.74,106.74
100.59,51.36
104.28,73.28
105.05,102.34
108.27,12.68
108.38,92.99
112.57,80.54
113.28,10.58
117.29,127.31
119.38,40.60
119.98,4.23
127.39,81.53
3.85,76.10
6.99,126.51
18.97,16.68
19.57,51.19
21.95,118.28
22.24,75.62
24.13,47.31
25.98,58.56
26.16,86.77
28.33,23.57
31.56,88.53
31.56,55.21
32.51,122.22
32.73,112.48
37.87,60.13
40.68,112.83
42.25,87.42
42.87,43.75
46.39,83.64
47.02,14.65
53.44,94.94
60.28,43.89
63.24,112.41
63.35,67.75
67.05,10.41
69.05,95.55
69.32,46.99
70.32,119.64
72.20,102.15
73.65,103.39
82.35,118.49
85.43,108.42
87.60,97.99
92.72,34.52
93.00,96.43
94.94,14.78
95.44,1.47
96.74,12.88
107.04,51.77
112.05,71.78
117.17,108.16
5.12,42.45
8.38,5.31
8.92,8.27
10.49,24.75
14.82,95.59
14.86,85.83
20.34,23.16
33.09,9.43
34.05,126.97
34.48,81.02
37.34,22.85
37.40,35.85
42.01,101.20
45.09,2.86
48.93,126.63
55.50,106.93
58.89,113.19
61.09,92.61
61.66,73.55
68.09,25.53
72.34,18.76
74.51,94.34
76.00,80.63
76.70,55.45
92.27,6.45
94.97,68.30
96.54,26.15
99.22,83.52
104.04,70.70
106.47,28.88
108.46,78.92
110.90,33.17
112.98,92.71
113.43,76.44
113.79,7.31
127.53,17.07
0.05,93.12
1.21,96.85
1.40,89.84
1.48,49.06
3.65,106.62
3.77,122.14
5.86,39.92
7.48,3.34
10.07,46.79
10.44,19.69
12.58,105.92
13.37,103.61
17.07,45.48
17.93,122.57
24.39,35.37
26.73,1.41
37.44,0.49
37.63,73.64
37.94,99.61
39.41,120.18
40.14,28.27
45.31,65.92
45.58,32.65
51.76,7.60
52.84,14.81
56.83,117.97
59.19,21.61
60.17,33.44
60.18,26.76
