Size: 256
Workaround: -73,110 canvas
87.45,133.99
87.61,81.45
87.67,152.80
88.19,200.98
88.66,44.86
88.87,73.69
88.98,228.32
89.12,122.52
89.55,147.29
90.32,8.57
90.59,215.41
90.70,204.33
90.82,237.52
90.85,75.79
90.91,40.85
91.37,211.90
91.40,44.77
91.48,198.59
91.58,138.33
92.15,155.69
92.76,23.55
92.83,29.88
92.83,128.08
92.87,217.32
94.13,3.99
94.17,114.16
94.17,175.04
94.26,158.78
94.42,132.10
96.29,7.80
96.40,203.27
96.46,220.93
96.57,17.07
96.67,50.79
96.92,174.56
97.03,44.22
97.16,211.12
97.32,31.50
97.52,207.27
97.58,54.82
97.83,24.75
98.09,249.46
98.48,160.44
98.48,171.94
98.63,138.73
98.79,9.65
98.87,118.34
99.04,87.45
99.30,96.50
99.88,59.15
100.19,56.26
101.33,25.15
101.56,237.73
102.37,75.44
102.70,33.12
102.71,54.69
103.90,200.48
104.61,35.56
104.86,204.17
104.90,1.08
104.95,216.95
105.01,18.72
105.06,62.34
105.07,104.46
105.33,56.83
105.92,155.68
106.68,134.30
107.02,82.20
107.14,171.29
107.16,178.39
107.46,252.37
107.52,144.61
107.91,54.69
108.35,230.02
108.40,197.42
108.50,17.90
108.80,97.30
108.81,194.17
109.52,158.47
110.14,185.22
110.36,12.77
110.41,133.80
110.51,88.19
110.93,245.17
111.06,128.20
111.16,131.41
111.30,107.60
111.39,233.84
111.58,101.29
111.78,125.85
112.83,119.54
112.93,51.06
113.68,215.77
113.88,86.31
113.90,194.96
114.02,78.31
114.08,19.07
114.22,97.97
114.26,161.67
114.30,154.96
114.40,174.98
114.49,226.84
114.52,178.43
115.08,164.44
115.54,33.11
115.80,137.08
115.82,21.97
116.45,16.87
117.91,109.32
117.96,170.58
118.09,138.30
118.10,62.00
118.32,134.99
118.38,44.82
118.60,143.69
118.66,41.45
118.86,14.57
119.00,251.50
120.22,23.97
120.35,9.60
120.69,60.30
120.93,167.69
121.02,228.42
121.07,16.02
121.29,170.92
122.06,48.70
122.14,196.96
122.31,201.11
122.56,230.66
122.86,12.09
123.12,94.50
123.31,222.69
123.35,8.35
123.37,34.75
123.58,251.72
123.86,235.34
123.92,220.05
124.19,227.34
124.45,77.20
124.49,55.46
124.66,247.30
124.80,1.00
124.92,171.22
125.10,39.24
125.18,47.49
125.31,113.89
125.45,214.99
125.60,6.23
125.65,10.34
125.71,135.39
126.33,42.19
127.72,54.16
127.73,91.88
127.85,56.89
127.95,163.78
128.01,109.36
128.14,74.30
128.19,130.84
128.26,136.97
128.29,77.91
128.36,202.37
128.38,197.62
128.62,148.34
128.70,6.55
128.91,14.45
128.93,63.01
129.05,154.07
129.11,205.15
129.24,126.70
130.19,19.34
130.30,44.67
130.41,253.83
130.89,222.98
130.95,164.08
131.12,250.79
131.35,170.53
131.36,94.93
131.39,5.77
131.39,115.88
131.42,149.62
131.80,206.13
131.91,67.53
132.61,240.16
133.19,13.57
133.30,197.77
133.36,189.77
133.58,97.33
133.82,51.58
133.89,81.70
134.03,224.00
134.24,115.13
134.62,47.82
135.54,140.24
136.25,75.61
136.45,17.81
136.89,49.12
137.21,238.12
137.34,181.33
137.58,214.13
137.68,233.72
137.74,147.64
137.79,20.11
137.81,51.76
137.88,225.05
138.24,166.47
138.25,160.58
138.42,77.20
138.92,184.03
139.22,244.40
139.23,4.18
139.76,139.99
139.80,53.92
140.06,94.69
140.23,128.71
140.29,193.89
140.41,48.82
140.52,119.67
140.69,214.74
140.79,132.06
140.88,7.34
141.13,43.57
141.19,232.34
141.25,105.19
141.39,144.47
142.51,97.28
142.51,121.24
142.68,35.53
142.93,167.07
143.68,247.65
144.41,50.86
144.76,189.29
145.06,230.62
145.14,62.72
145.21,23.08
145.40,122.62
146.12,245.97
146.14,74.98
146.47,191.15
146.81,58.49
146.85,10.70
147.41,155.10
147.62,51.63
147.94,44.54
148.19,168.23
148.52,129.99
148.69,40.80
148.71,5.72
150.32,209.26
150.32,244.36
150.46,108.09
151.11,2.05
151.11,36.99
151.16,22.52
151.31,48.68
151.55,76.32
151.93,124.37
152.14,148.70
152.27,240.85
152.36,191.53
152.61,4.90
152.89,236.43
153.03,46.49
153.23,207.14
153.29,220.73
153.77,132.60
153.91,71.57
154.41,202.39
154.77,169.16
154.83,191.24
155.34,155.34
155.59,210.32
155.84,64.50
156.03,186.35
156.22,127.01
156.62,220.40
156.65,137.19
156.96,43.82
157.34,67.08
157.52,179.77
157.59,140.28
157.64,207.12
158.12,6.01
158.16,158.45
158.43,132.00
159.06,21.23
159.18,240.14
160.50,91.86
160.54,186.46
161.16,37.01
161.34,178.01
161.39,147.32
161.82,157.66
161.92,94.86
161.96,165.48
162.73,151.97
162.85,69.24
163.33,155.08
163.49,233.28
163.66,184.89
163.66,242.20
164.28,168.50
164.57,82.74
164.83,206.80
165.04,53.64
165.34,62.06
166.43,18.16
166.64,78.39
166.90,51.25
167.01,141.33
167.03,130.01
167.32,118.06
167.38,134.27
167.69,158.27
168.00,107.70
168.22,75.17
168.27,86.18
168.50,236.60
168.69,80.76
169.20,55.72
169.38,110.33
169.50,155.05
169.75,99.90
170.25,102.31
170.39,226.62
170.64,193.74
170.65,234.42
170.68,5.20
170.76,158.06
170.96,164.10
170.97,218.32
171.11,60.77
171.22,121.59
171.26,127.27
171.29,81.65
171.48,253.65
171.55,183.53
172.01,73.48
173.13,155.04
173.31,65.49
173.98,18.01
174.24,143.61
174.35,68.49
175.16,184.92
175.32,181.51
175.34,32.62
175.67,173.49
175.72,163.65
176.02,230.89
176.19,192.67
176.29,202.92
176.45,35.24
176.53,237.31
176.79,211.05
177.34,3.06
177.35,143.50
177.39,131.21
177.48,55.92
177.54,223.03
177.59,241.08
178.32,48.28
178.48,90.82
178.55,61.46
178.75,195.70
179.97,17.40
180.06,109.31
180.71,147.11
181.15,6.08
181.41,86.10
182.24,228.61
183.04,212.17
183.18,121.41
183.20,30.96
183.24,206.89
183.35,105.21
183.42,98.34
183.95,81.61
184.11,234.74
184.68,27.95
184.68,154.34
184.77,254.79
184.86,33.93
184.93,42.16
185.24,57.50
185.43,177.68
185.43,216.83
186.04,205.79
186.71,14.89
186.77,198.78
186.80,230.76
186.84,123.93
187.75,91.59
187.77,240.19
187.90,224.43
188.13,54.55
188.37,155.04
188.54,237.81
188.72,117.94
188.74,23.56
188.77,228.24
188.89,12.92
189.32,164.29
189.96,4.89
190.01,68.53
190.12,254.91
190.38,142.53
190.43,216.84
190.85,178.64
190.86,101.14
191.38,38.56
191.45,57.27
191.62,190.62
191.97,103.60
192.47,60.92
192.96,64.76
193.50,12.07
193.75,160.93
193.81,135.04
193.99,105.79
194.43,74.57
194.52,186.97
194.56,15.12
194.64,155.34
194.66,25.83
194.75,138.28
195.09,122.98
195.64,94.72
195.83,78.55
196.02,214.00
196.15,42.79
196.51,66.42
196.52,31.96
197.08,224.70
197.23,165.47
197.28,105.86
197.38,18.31
197.45,206.10
197.58,167.95
197.64,128.06
197.87,92.05
198.25,141.09
198.42,50.55
198.44,85.92
198.44,232.58
199.09,99.96
199.09,185.32
199.11,237.72
199.56,198.55
199.85,94.64
200.70,214.93
201.08,21.96
201.23,7.49
201.33,191.18
201.51,168.34
201.59,118.31
201.79,43.50
201.80,180.26
201.84,98.12
201.90,18.30
202.19,184.80
202.86,73.16
202.86,238.67
204.06,177.16
204.15,163.39
204.16,123.43
204.18,109.92
204.67,188.07
205.21,166.01
205.42,184.36
205.69,89.17
205.79,113.49
206.51,118.91
206.90,71.94
207.45,107.13
207.60,149.09
208.52,59.48
209.06,241.35
209.60,111.54
209.84,98.26
210.59,134.37
210.75,142.39
210.79,155.00
210.86,238.56
210.87,248.98
211.32,246.06
211.42,160.97
211.58,212.21
211.71,71.62
211.77,50.97
211.77,116.93
211.90,81.57
212.23,100.72
212.38,208.74
212.50,223.71
212.70,228.34
213.06,54.21
213.28,24.03
213.62,216.63
213.94,38.95
214.08,19.57
214.13,140.55
214.45,243.92
214.47,42.23
214.62,64.24
214.64,230.52
214.93,14.87
214.96,61.56
215.12,238.51
215.72,184.56
215.89,33.23
216.08,221.22
216.09,136.42
216.51,201.94
216.72,227.40
217.53,161.02
217.64,17.32
217.72,87.26
217.89,73.48
218.05,223.28
218.24,10.32
218.37,48.30
218.38,38.25
218.61,203.72
218.77,233.54
219.74,158.06
219.75,116.50
219.84,211.62
220.25,127.08
220.33,27.85
220.49,13.78
220.72,107.63
220.76,184.06
220.94,244.03
221.18,40.05
221.28,24.45
222.54,64.33
222.74,16.58
222.98,114.51
223.26,149.22
223.51,51.24
224.64,69.19
224.65,44.05
225.15,56.77
225.16,108.56
225.36,128.01
225.47,167.28
225.53,234.45
225.62,16.71
225.86,74.24
226.01,224.01
226.53,162.01
226.62,94.55
226.71,143.33
227.24,205.85
227.69,248.32
228.05,41.30
228.12,220.69
228.13,202.76
228.65,47.54
229.54,5.17
229.97,18.87
230.68,101.11
230.69,170.38
230.72,124.61
230.73,177.48
230.74,180.69
230.86,115.21
230.94,119.13
231.29,7.51
231.44,27.85
231.46,84.47
231.62,65.26
231.68,30.73
231.68,79.74
231.69,237.28
231.76,132.46
231.85,187.47
231.94,112.18
232.00,88.65
232.28,243.68
232.52,204.55
233.34,71.44
233.34,108.79
233.39,191.88
233.46,99.73
233.61,226.49
233.81,154.09
233.97,220.08
234.04,22.14
234.80,139.24
234.85,45.22
235.67,246.90
236.74,1.67
237.30,221.94
237.45,254.71
237.52,100.32
237.83,173.99
238.16,208.60
238.85,216.37
239.17,15.07
239.92,31.07
239.94,111.98
240.29,102.26
240.40,148.24
240.45,195.85
240.68,244.33
240.75,211.54
240.88,71.36
240.99,105.85
241.37,237.26
241.65,201.90
241.66,23.26
241.92,117.34
242.16,131.53
242.77,29.34
242.95,198.40
243.38,168.01
243.55,17.72
243.61,230.98
243.78,188.80
243.89,154.45
244.23,139.26
244.24,51.01
244.26,150.20
244.38,74.23
244.43,174.80
244.45,87.94
244.47,114.56
244.58,15.42
244.59,95.94
244.68,224.51
245.09,182.27
245.19,78.42
246.52,138.09
246.71,214.38
246.79,217.33
246.86,228.96
247.14,187.88
247.30,253.64
247.60,177.73
247.73,135.30
248.02,58.23
248.24,190.90
248.28,141.38
248.74,206.64
248.76,35.52
248.85,86.32
249.28,96.79
249.53,126.99
249.55,210.95
249.95,227.52
250.15,5.11
250.15,38.09
250.78,14.29
250.91,160.31
250.96,246.53
250.97,124.92
251.05,75.28
251.06,180.57
252.23,185.89
252.26,86.21
252.83,65.05
253.02,157.07
253.06,183.04
253.61,172.99
253.79,236.81
254.10,124.53
254.22,154.60
254.32,81.06
254.36,136.52
254.52,1.11
254.56,101.38
254.63,58.70
254.84,40.73
254.84,111.74
254.90,247.66
255.20,187.39
255.67,43.80
255.67,195.38
0.19,77.51
0.54,122.24
1.20,129.94
1.24,218.02
1.27,96.55
1.42,141.08
1.53,126.85
1.68,66.09
1.83,103.59
2.15,171.02
2.68,202.46
3.77,80.70
4.15,119.29
4.16,5.05
4.28,105.06
4.29,18.91
4.36,215.22
4.49,32.25
4.53,239.80
4.67,129.09
5.52,38.20
5.52,125.73
5.63,133.17
5.64,235.18
6.22,197.68
6.38,72.57
6.49,112.08
6.68,82.17
7.13,97.59
7.34,12.91
7.44,160.37
7.47,168.19
7.70,170.62
7.83,181.53
8.13,32.32
8.21,227.75
8.28,148.93
8.34,108.60
8.44,54.69
8.72,242.69
9.11,128.74
9.11,225.01
9.56,217.02
10.88,208.52
11.21,138.91
11.48,104.43
11.48,144.67
11.71,155.14
12.24,161.76
12.30,25.50
12.36,93.31
12.46,42.24
13.90,109.07
14.12,105.40
14.22,84.81
14.42,154.06
14.45,11.01
14.72,137.97
14.90,70.96
14.95,61.48
15.05,192.01
15.10,8.67
15.54,202.02
16.62,107.62
16.65,209.94
17.19,133.64
18.02,98.93
18.16,112.43
18.19,24.83
18.19,254.71
18.70,234.09
18.74,17.76
18.78,248.17
18.82,141.48
19.10,61.12
19.13,47.43
19.89,114.42
20.47,32.32
20.49,241.41
20.74,126.58
21.39,253.74
22.05,151.65
22.33,37.90
22.44,10.68
22.50,68.50
22.52,60.50
22.61,205.69
22.64,164.52
23.29,217.76
23.36,201.67
23.57,111.05
23.79,6.89
24.15,126.00
24.41,222.66
24.81,66.71
24.96,213.10
25.09,58.68
25.41,245.94
25.53,134.96
25.81,190.97
25.85,37.98
26.62,33.00
27.15,163.11
27.50,13.98
27.67,52.94
27.86,122.94
27.89,229.86
28.22,127.43
28.31,30.37
28.46,18.03
28.48,65.84
28.55,242.17
29.25,71.02
29.25,84.46
29.27,105.00
29.34,212.99
30.06,176.64
30.54,165.75
30.70,81.13
30.78,45.29
31.01,233.30
31.29,108.45
31.71,134.88
32.10,249.71
32.21,159.07
32.73,83.94
33.00,174.69
33.28,247.41
34.03,3.23
34.12,52.56
34.29,191.66
34.65,229.05
34.80,97.53
34.83,240.54
34.87,154.81
34.88,211.84
34.90,74.85
34.91,206.54
35.03,159.12
35.08,151.37
35.22,82.35
35.34,61.75
35.47,200.92
35.59,195.52
35.62,255.06
37.24,23.03
37.72,2.05
37.80,134.45
37.85,31.07
37.87,178.36
38.00,137.74
38.21,249.42
38.28,95.05
38.38,198.46
38.42,28.68
38.51,130.73
39.57,112.85
40.79,171.21
40.93,177.33
41.04,69.12
41.28,138.12
41.42,125.56
41.47,148.92
41.54,200.86
41.60,185.21
42.15,114.49
42.25,94.47
42.28,191.34
42.56,242.70
43.21,135.88
43.70,237.61
44.05,20.40
44.24,139.47
44.41,31.90
44.53,159.69
44.78,177.87
44.99,101.75
45.94,163.05
46.22,227.55
46.70,250.15
46.91,223.97
46.98,42.43
47.37,114.77
47.51,230.56
47.59,138.34
47.82,52.59
48.22,221.14
48.98,85.98
49.07,158.12
49.10,235.02
49.14,130.50
49.42,225.34
49.50,97.37
49.71,4.53
50.11,66.32
50.23,32.24
50.91,135.05
51.24,107.25
51.53,190.68
51.75,63.83
51.82,117.88
51.90,122.03
51.98,195.28
52.05,20.23
52.08,172.62
52.85,58.17
53.74,132.17
53.97,66.99
54.22,114.68
54.27,104.58
54.38,94.79
54.77,233.78
54.82,125.25
54.83,146.50
54.94,193.45
55.18,220.17
55.31,31.77
55.51,181.53
55.53,161.74
56.04,128.92
57.23,13.68
57.30,58.08
57.30,222.59
57.95,132.61
57.99,145.01
57.99,249.88
58.01,78.41
58.10,115.41
58.18,242.20
58.35,98.48
58.40,55.87
58.50,158.27
58.69,37.55
58.86,154.47
58.92,128.60
59.08,24.99
59.21,89.09
59.69,81.28
59.77,134.46
60.12,76.71
60.15,136.96
60.44,140.61
60.93,211.24
61.21,183.47
61.24,49.26
61.26,71.55
61.41,117.95
61.44,248.75
61.46,98.52
61.86,191.44
62.08,107.64
62.30,57.49
62.30,218.98
62.41,26.81
62.56,75.14
63.60,246.56
63.89,184.42
64.06,120.81
64.07,14.33
64.26,235.86
64.52,54.63
64.67,82.85
65.03,219.51
65.11,163.91
65.25,26.06
65.30,174.18
65.49,249.70
65.72,6.36
66.02,181.32
66.74,111.99
67.14,96.75
67.61,17.29
67.75,226.57
67.81,47.93
68.26,170.63
68.31,32.21
68.32,243.17
68.38,173.68
68.40,162.25
68.69,131.93
68.70,213.12
69.06,255.08
69.15,217.46
69.27,116.43
69.42,74.51
69.69,35.38
69.92,167.66
70.41,18.64
70.46,174.66
71.24,2.82
71.42,238.94
71.43,63.01
71.86,219.71
71.94,82.09
72.50,150.73
72.50,208.57
72.50,135.67
73.50,174.98
73.50,103.78
73.59,245.84
73.77,251.38
74.02,127.01
74.17,187.38
74.22,114.49
74.29,227.32
74.31,232.91
74.33,205.87
74.39,130.78
74.52,158.01
74.86,119.06
74.88,238.30
75.50,21.25
75.50,152.92
75.80,250.15
75.93,138.99
76.37,111.46
76.37,176.34
76.72,69.01
76.78,210.39
77.39,234.06
77.48,84.39
77.48,144.47
77.91,228.55
78.16,141.67
78.18,91.46
78.56,121.45
79.01,239.38
79.12,1.52
79.31,185.59
79.55,204.67
79.96,22.45
80.04,145.50
80.28,5.02
80.54,61.18
81.55,41.29
81.71,53.27
83.16,142.81
84.06,165.37
84.15,12.03
84.15,51.47
84.22,190.79
85.02,31.59
85.73,204.59
85.79,74.88
87.11,155.70
87.21,141.99
87.26,65.83
87.29,29.38
87.36,114.71
87.60,168.18
87.75,233.96
87.94,174.92
88.03,180.17
88.10,165.54
88.44,38.53
88.61,78.66
88.73,171.69
88.74,63.29
88.79,144.28
89.19,107.90
89.33,31.88
89.40,101.68
89.49,159.99
90.00,93.25
90.47,25.46
90.52,111.27
90.96,173.75
91.52,131.44
91.56,231.41
91.71,167.68
91.71,220.79
91.83,239.63
91.85,201.24
92.03,57.30
92.23,178.14
92.28,65.65
92.81,14.96
92.83,100.89
93.16,223.57
93.80,8.56
93.80,73.97
93.86,71.00
94.41,41.50
94.46,137.53
94.61,104.39
94.93,37.60
95.03,218.83
95.15,145.48
95.37,178.93
95.58,99.74
95.61,215.06
95.84,96.86
95.92,134.55
96.17,200.39
96.21,224.91
97.55,5.14
97.64,21.92
97.66,238.58
97.68,71.40
97.85,195.24
97.96,190.22
98.36,165.50
98.37,104.45
98.76,27.69
98.83,42.45
98.90,19.14
99.00,99.26
99.21,198.12
99.51,112.97
99.53,47.35
100.21,123.42
100.45,148.34
100.74,80.53
100.74,109.53
101.04,187.91
101.18,178.89
101.30,102.71
101.35,191.19
101.51,117.46
101.56,6.60
102.44,138.10
103.13,210.71
103.34,58.95
103.45,98.27
103.47,180.81
103.74,101.41
104.23,66.30
104.28,80.12
104.64,207.75
104.74,4.80
104.78,186.03
104.79,227.93
105.17,137.92
105.67,71.92
105.78,158.34
106.64,152.66
106.87,89.09
107.13,93.90
107.35,46.10
107.44,237.97
107.48,114.99
107.60,210.56
108.27,61.91
108.34,15.19
108.45,148.09
108.52,123.85
108.65,205.41
108.75,188.52
109.01,91.90
109.35,191.34
110.18,85.18
110.59,27.57
110.61,53.41
110.94,154.02
111.07,30.25
111.31,178.60
111.48,67.11
111.55,240.83
111.61,147.43
111.61,237.20
112.27,22.16
112.40,209.71
112.51,181.45
112.60,206.91
113.14,116.67
113.24,144.66
113.27,40.75
113.53,5.42
113.89,142.01
114.00,81.17
114.13,55.72
114.14,241.35
115.01,29.99
115.09,7.64
115.11,150.84
115.29,234.00
115.49,84.07
115.90,66.01
116.61,217.36
116.75,188.20
116.77,195.32
117.38,8.92
117.42,183.83
117.57,38.25
117.58,81.88
118.06,235.85
118.21,131.76
118.60,125.08
118.65,190.40
118.67,6.13
118.85,19.76
119.28,65.77
119.35,98.26
119.95,112.70
119.99,157.43
121.63,214.87
122.29,37.85
123.46,103.58
123.66,184.17
123.71,52.39
123.91,67.50
123.92,163.37
124.02,168.22
124.40,80.80
124.43,107.47
124.77,240.20
125.05,74.94
125.08,232.02
125.21,190.55
125.34,144.42
125.41,30.13
125.61,128.71
125.96,62.23
126.74,101.46
126.86,88.32
127.38,25.34
127.51,234.51
127.67,230.30
127.78,118.02
127.84,221.08
127.96,140.37
128.42,167.75
128.43,242.46
129.15,121.31
129.67,40.50
130.20,89.89
130.25,188.69
130.50,99.39
130.85,81.83
131.14,123.87
131.46,119.02
131.81,1.19
131.84,247.58
131.90,28.14
133.25,143.23
133.40,30.62
133.42,4.56
133.80,136.52
134.00,123.45
134.38,252.62
135.34,94.44
135.74,194.50
135.82,125.73
135.88,242.14
136.21,176.74
136.53,67.00
137.28,104.80
137.51,190.97
137.62,41.32
137.97,102.00
138.05,64.18
138.07,125.36
138.26,45.75
138.57,142.95
138.60,56.63
138.64,187.55
138.71,80.35
138.78,32.22
138.86,10.18
139.07,205.04
139.45,240.63
139.61,59.56
139.66,23.76
140.65,155.09
140.72,158.63
140.74,40.82
140.93,150.59
140.98,182.25
141.00,100.35
141.06,248.24
141.15,164.43
141.17,19.53
141.19,176.68
141.58,191.57
141.76,51.71
141.92,255.54
142.33,61.51
142.89,201.98
143.38,228.10
143.71,139.50
143.91,174.81
143.91,197.32
144.26,85.96
144.35,253.77
144.36,241.70
144.45,146.52
144.78,157.29
144.82,194.22
144.97,237.57
145.20,101.55
145.48,104.73
145.55,5.38
147.40,2.72
147.70,18.52
148.05,127.02
148.06,120.76
148.15,187.06
148.25,89.35
148.26,134.92
148.35,206.92
148.36,217.01
148.54,220.10
148.85,32.77
148.91,240.65
148.95,106.36
150.17,204.34
150.37,8.00
150.50,110.99
150.57,71.35
150.92,44.36
150.93,178.64
151.06,232.94
151.11,54.83
151.37,228.57
152.15,18.46
152.20,194.78
152.63,65.52
152.74,188.31
153.66,171.94
153.73,144.64
153.74,112.36
153.87,224.58
154.10,109.19
154.10,255.09
154.16,163.71
154.34,38.59
154.38,61.07
154.63,217.92
154.81,177.78
154.86,69.05
154.92,228.21
155.49,124.56
155.51,232.67
157.05,31.02
157.07,54.25
157.36,111.34
157.56,148.29
157.64,119.34
157.70,134.87
157.91,122.66
158.09,105.26
158.36,35.27
158.37,197.87
158.56,176.21
158.96,217.89
159.80,59.68
159.80,64.54
159.96,192.85
160.16,15.78
160.51,168.41
160.61,75.70
160.87,26.09
160.93,196.42
160.96,78.68
161.17,10.83
161.17,124.49
161.36,72.39
161.47,160.47
161.51,106.19
161.51,230.87
161.55,214.10
161.66,112.42
161.71,247.73
161.81,121.08
161.86,2.40
162.52,191.03
163.75,196.00
163.76,124.49
163.97,77.91
164.29,40.63
164.38,210.45
164.87,44.12
164.91,90.74
164.94,65.81
164.98,188.09
165.14,26.61
165.92,229.02
167.47,125.33
167.77,47.83
167.79,137.95
167.79,185.60
167.82,89.35
167.99,94.01
167.99,217.58
168.35,249.57
168.42,205.95
168.56,28.28
168.64,177.11
168.68,24.01
168.85,210.82
168.87,44.99
169.18,255.19
169.54,168.05
170.38,138.45
171.48,25.61
171.48,178.74
171.52,130.88
171.57,161.51
171.70,57.65
171.77,147.70
171.83,141.09
171.90,230.78
172.33,209.72
172.55,106.49
173.19,247.76
173.42,83.68
173.56,217.42
173.96,137.36
174.29,227.62
174.46,233.47
174.80,128.13
174.82,37.82
174.84,225.32
175.13,41.22
175.45,62.30
175.60,148.15
175.75,88.30
176.19,251.63
176.83,120.90
176.85,243.65
177.08,80.41
177.26,234.64
177.49,167.14
177.97,208.17
178.36,161.07
178.51,171.15
178.74,182.10
178.76,185.59
178.86,164.81
178.88,226.79
179.45,84.31
180.37,96.90
180.48,221.44
180.71,105.75
181.02,81.18
181.39,27.40
181.52,49.39
181.74,197.06
182.67,38.94
183.58,78.17
183.68,55.33
